Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review,Review Rating,Review Stars,Shipping Method,Table dim,Type Selected,# Customers,# Orders,# Products,Discount,Discount/Unit,Metric Selection,Metric Selection vs,Price,Profit,Profit/Unit,Quantity,Returned Quantity,Shipping Cost,Shipping Cost/Unit,Total Sales
Books,France,4509,08-08-2023 00:00:00,ORDER00111,Bank Transfer,869,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.26,0.037142857,"3,902.5",7.0,753.37,695.52,99.36,7,1,11.85,1.692857143,3902.46
Electronics,UK,3274,10-11-2023 00:00:00,ORDER00112,Bank Transfer,181,No,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.1,0.05,949.6,2.0,527.57,192.85,96.425,2,5,10.15,5.075,949.63
Electronics,USA,5689,06-06-2023 00:00:00,ORDER00113,Bank Transfer,847,Yes,5 Stars,5,★★★★★,Express,True,Bank Transfer,1,1,1,0.2,0.04,"3,759.0",5.0,939.74,1110.48,222.096,5,2,6.82,1.364,3758.96
Books,USA,6700,27-12-2023 00:00:00,ORDER00114,PayPal,144,Yes,2 Stars,2,★★☆☆☆,Express,True,PayPal,1,1,1,0.19,0.038,"2,063.0",5.0,509.38,416.76,83.352,5,0,26.01,5.202,2062.99
Books,UK,5871,02-06-2023 00:00:00,ORDER00115,Credit Card,661,No,2 Stars,2,★★☆☆☆,Standard,True,Credit Card,1,1,1,0.19,0.063333333,"1,410.2",3.0,580.34,290.6,96.866666667,3,2,28.89,9.63,1410.23
Clothing,UK,3037,05-07-2023 00:00:00,ORDER00116,Cash,228,Yes,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.21,0.042,"3,321.4",5.0,840.86,728.19,145.638,5,0,49.18,9.836,3321.4
Home,Germany,9363,06-04-2023 00:00:00,ORDER00117,PayPal,955,Yes,5 Stars,5,★★★★★,Standard,True,PayPal,1,1,1,0.05,0.025,"1,748.8",2.0,920.43,458.31,229.155,2,4,48.98,24.49,1748.82
Sports,France,5381,10-12-2023 00:00:00,ORDER00118,Cash,792,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Cash,1,1,1,0.3,0.033333333,"5,622.6",9.0,892.48,1631.3,181.255555556,9,2,48.46,5.384444444,5622.62
Sports,UK,4534,01-07-2023 00:00:00,ORDER00119,PayPal,720,No,5 Stars,5,★★★★★,Express,True,PayPal,1,1,1,0.15,0.15,483.5,1.0,568.82,115.95,115.95,1,0,43.32,43.32,483.5
Clothing,UK,5849,04-05-2023 00:00:00,ORDER00120,Credit Card,910,Yes,4 Stars,4,★★★★☆,Express,True,Credit Card,1,1,1,0.24,0.12,958.2,2.0,630.37,279.67,139.835,2,1,5.99,2.995,958.16
Books,Canada,3931,11-06-2023 00:00:00,ORDER00121,Credit Card,374,Yes,2 Stars,2,★★☆☆☆,Next Day,True,Credit Card,1,1,1,0.11,0.036666667,30.1,3.0,11.29,5.25,1.75,3,4,39.21,13.07,30.14
Clothing,Germany,6324,17-11-2023 00:00:00,ORDER00122,Bank Transfer,854,No,1 Stars,1,★☆☆☆☆,Express,True,Bank Transfer,1,1,1,0.32,0.045714286,"2,742.6",7.0,576.18,390.83,55.832857143,7,0,39.62,5.66,2742.62
Home,Germany,7618,20-06-2023 00:00:00,ORDER00123,Credit Card,561,Yes,5 Stars,5,★★★★★,Express,True,Credit Card,1,1,1,0.29,0.048333333,824.1,6.0,193.46,231.45,38.575,6,0,10.39,1.731666667,824.14
Electronics,France,1880,12-09-2023 00:00:00,ORDER00124,Credit Card,306,Yes,4 Stars,4,★★★★☆,Standard,True,Credit Card,1,1,1,0.07,0.014,"2,722.9",5.0,585.57,669.31,133.862,5,4,4.61,0.922,2722.9
Sports,USA,2742,24-03-2023 00:00:00,ORDER00125,PayPal,582,Yes,5 Stars,5,★★★★★,Next Day,True,PayPal,1,1,1,0.15,0.01875,"6,726.1",8.0,989.13,1618.88,202.36,8,0,14.91,1.86375,6726.08
Sports,UK,3026,27-12-2023 00:00:00,ORDER00126,Credit Card,170,No,4 Stars,4,★★★★☆,Express,True,Credit Card,1,1,1,0.34,0.048571429,"1,628.0",7.0,352.37,393.33,56.19,7,4,11.56,1.651428571,1627.95
Sports,Germany,8788,24-07-2023 00:00:00,ORDER00127,Cash,676,No,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.23,0.023,"5,624.1",10.0,730.4,1114.49,111.449,10,5,6.9,0.69,5624.08
Clothing,Germany,2790,11-07-2023 00:00:00,ORDER00128,Bank Transfer,449,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.11,0.018333333,"2,598.0",6.0,486.51,348.27,58.045,6,3,5.28,0.88,2597.96
Sports,France,4847,23-08-2023 00:00:00,ORDER00129,Cash,96,Yes,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.32,0.04,"3,746.5",8.0,688.7,1037.5,129.6875,8,1,47.67,5.95875,3746.53
Electronics,USA,6779,24-10-2023 00:00:00,ORDER00130,Credit Card,198,No,2 Stars,2,★★☆☆☆,Standard,True,Credit Card,1,1,1,0.24,0.12,"1,276.7",2.0,839.92,337.81,168.905,2,5,4.62,2.31,1276.68
Clothing,UK,4330,26-06-2023 00:00:00,ORDER00131,Bank Transfer,607,No,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.18,0.09,"1,178.3",2.0,718.49,224.23,112.115,2,0,10.07,5.035,1178.32
Home,Canada,2696,12-10-2023 00:00:00,ORDER00132,Cash,257,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.26,0.043333333,"1,284.0",6.0,289.18,340.91,56.818333333,6,1,12.02,2.003333333,1283.96
Books,Canada,8779,04-07-2023 00:00:00,ORDER00133,PayPal,882,Yes,3 Stars,3,★★★☆☆,Next Day,True,PayPal,1,1,1,0.2,0.2,684.3,1.0,855.34,201.93,201.93,1,4,46.92,46.92,684.27
Sports,Canada,9243,09-07-2023 00:00:00,ORDER00134,Credit Card,691,Yes,2 Stars,2,★★☆☆☆,Express,True,Credit Card,1,1,1,0.09,0.015,"5,344.6",6.0,978.86,674.97,112.495,6,1,32.66,5.443333333,5344.58
Sports,Canada,3621,28-12-2023 00:00:00,ORDER00135,Cash,293,No,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.1,0.05,"1,641.6",2.0,912.01,399.83,199.915,2,4,32.53,16.265,1641.62
Clothing,France,1694,07-12-2023 00:00:00,ORDER00136,Bank Transfer,931,Yes,1 Stars,1,★☆☆☆☆,Express,True,Bank Transfer,1,1,1,0.27,0.045,"2,631.6",6.0,600.82,732.44,122.073333333,6,0,29.58,4.93,2631.59
Electronics,UK,5873,24-08-2023 00:00:00,ORDER00137,Bank Transfer,817,Yes,5 Stars,5,★★★★★,Express,True,Bank Transfer,1,1,1,0.1,0.011111111,"7,165.3",9.0,884.6,1908.22,212.024444444,9,1,19.43,2.158888889,7165.26
Books,France,7470,28-03-2023 00:00:00,ORDER00138,Cash,862,No,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.32,0.064,565.0,5.0,166.18,142.33,28.466,5,0,35.54,7.108,565.01
Books,France,2045,07-03-2023 00:00:00,ORDER00139,Bank Transfer,388,No,1 Stars,1,★☆☆☆☆,Express,True,Bank Transfer,1,1,1,0.05,0.01,971.4,5.0,204.5,112.9,22.58,5,0,17.31,3.462,971.38
Sports,Canada,3481,04-11-2023 00:00:00,ORDER00140,Cash,611,No,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.1,0.016666667,"1,429.3",6.0,264.68,270.63,45.105,6,5,14.54,2.423333333,1429.27
Home,France,2325,10-03-2023 00:00:00,ORDER00141,Bank Transfer,555,No,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.22,0.036666667,"3,622.2",6.0,773.97,425.38,70.896666667,6,0,18.35,3.058333333,3622.18
Electronics,UK,4541,02-07-2023 00:00:00,ORDER00142,Credit Card,974,Yes,4 Stars,4,★★★★☆,Express,True,Credit Card,1,1,1,0.2,0.025,"1,591.0",8.0,248.59,325.54,40.6925,8,5,9.6,1.2,1590.98
Electronics,Canada,3159,04-02-2023 00:00:00,ORDER00143,Cash,369,Yes,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.27,0.27,527.9,1.0,723.13,54.46,54.46,1,1,32.32,32.32,527.88
Home,UK,7034,09-08-2023 00:00:00,ORDER00144,Bank Transfer,1000,No,1 Stars,1,★☆☆☆☆,Next Day,True,Bank Transfer,1,1,1,0.14,0.035,"2,884.5",4.0,838.53,642.36,160.59,4,0,3.74,0.935,2884.54
Electronics,UK,5540,10-01-2023 00:00:00,ORDER00145,PayPal,918,No,5 Stars,5,★★★★★,Standard,True,PayPal,1,1,1,0.1,0.1,188.8,1.0,209.82,21.21,21.21,1,0,19.4,19.4,188.84
Sports,Canada,5356,28-10-2023 00:00:00,ORDER00146,Bank Transfer,202,Yes,3 Stars,3,★★★☆☆,Express,True,Bank Transfer,1,1,1,0.18,0.045,"1,816.4",4.0,553.79,253.37,63.3425,4,5,29.15,7.2875,1816.43
Clothing,Canada,7108,09-10-2023 00:00:00,ORDER00147,PayPal,384,No,3 Stars,3,★★★☆☆,Next Day,True,PayPal,1,1,1,0.05,0.005,"7,976.1",10.0,839.59,848.57,84.857,10,5,26.44,2.644,7976.1
Clothing,France,8379,21-03-2023 00:00:00,ORDER00148,Bank Transfer,513,No,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.23,0.023,651.9,10.0,84.66,132.85,13.285,10,4,49.48,4.948,651.88
Electronics,France,1731,27-11-2023 00:00:00,ORDER00149,Credit Card,907,Yes,1 Stars,1,★☆☆☆☆,Express,True,Credit Card,1,1,1,0.28,0.046666667,"2,582.2",6.0,597.73,296.17,49.361666667,6,5,27.17,4.528333333,2582.19
Electronics,Canada,9973,25-12-2023 00:00:00,ORDER00150,Credit Card,371,Yes,4 Stars,4,★★★★☆,Express,True,Credit Card,1,1,1,0.35,0.07,657.4,5.0,202.28,165.68,33.136,5,4,35.47,7.094,657.41
Home,France,5541,08-04-2023 00:00:00,ORDER00151,Bank Transfer,556,No,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.27,0.038571429,"4,543.8",7.0,889.2,586.63,83.804285714,7,5,14.56,2.08,4543.81
Home,Germany,7006,16-03-2023 00:00:00,ORDER00152,Credit Card,955,No,4 Stars,4,★★★★☆,Standard,True,Credit Card,1,1,1,0.22,0.22,686.1,1.0,879.61,157.59,157.59,1,1,26.28,26.28,686.1
Books,Canada,3738,27-07-2023 00:00:00,ORDER00153,PayPal,384,Yes,4 Stars,4,★★★★☆,Next Day,True,PayPal,1,1,1,0.23,0.023,"4,694.3",10.0,609.65,942.61,94.261,10,0,19.19,1.919,4694.3
Books,Germany,4788,18-07-2023 00:00:00,ORDER00154,Credit Card,24,No,1 Stars,1,★☆☆☆☆,Express,True,Credit Card,1,1,1,0.36,0.36,236.0,1.0,368.81,58.39,58.39,1,5,21.23,21.23,236.04
Sports,Canada,1933,23-12-2023 00:00:00,ORDER00155,Credit Card,700,Yes,5 Stars,5,★★★★★,Express,True,Credit Card,1,1,1,0.32,0.32,531.0,1.0,780.86,116.66,116.66,1,3,48.4,48.4,530.98
Electronics,France,8813,08-10-2023 00:00:00,ORDER00156,Bank Transfer,131,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.35,0.35,186.7,1.0,287.22,43.26,43.26,1,1,8.35,8.35,186.69
Books,UK,5916,28-02-2023 00:00:00,ORDER00157,PayPal,378,Yes,1 Stars,1,★☆☆☆☆,Next Day,True,PayPal,1,1,1,0.17,0.017,"6,798.5",10.0,819.1,749.8,74.98,10,2,7.09,0.709,6798.53
Electronics,Canada,6692,23-09-2023 00:00:00,ORDER00158,PayPal,99,No,2 Stars,2,★★☆☆☆,Standard,True,PayPal,1,1,1,0.21,0.0525,658.5,4.0,208.4,112.56,28.14,4,5,13.93,3.4825,658.54
Sports,USA,8966,08-12-2023 00:00:00,ORDER00159,Bank Transfer,575,No,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.33,0.047142857,640.8,7.0,136.64,166.65,23.807142857,7,5,12.28,1.754285714,640.84
Books,Germany,6255,15-01-2023 00:00:00,ORDER00160,Bank Transfer,932,Yes,3 Stars,3,★★★☆☆,Next Day,True,Bank Transfer,1,1,1,0.4,0.044444444,"3,732.5",9.0,691.21,1089.55,121.061111111,9,5,49.38,5.486666667,3732.53
Home,UK,8380,15-09-2023 00:00:00,ORDER00161,Cash,735,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.16,0.02,"4,834.0",8.0,719.35,695.83,86.97875,8,4,23.54,2.9425,4834.03
Home,USA,5947,07-03-2023 00:00:00,ORDER00162,PayPal,124,Yes,5 Stars,5,★★★★★,Standard,True,PayPal,1,1,1,0.06,0.006666667,"2,572.1",9.0,304.03,643.91,71.545555556,9,2,11.14,1.237777778,2572.09
Sports,USA,3586,19-10-2023 00:00:00,ORDER00163,Credit Card,964,Yes,3 Stars,3,★★★☆☆,Standard,True,Credit Card,1,1,1,0.19,0.19,198.2,1.0,244.66,33.84,33.84,1,0,38.74,38.74,198.17
Books,France,4729,20-02-2023 00:00:00,ORDER00164,PayPal,595,No,5 Stars,5,★★★★★,Express,True,PayPal,1,1,1,0.15,0.075,"1,577.8",2.0,928.13,170.12,85.06,2,0,44.68,22.34,1577.82
Home,Germany,8551,26-09-2023 00:00:00,ORDER00165,Cash,943,Yes,3 Stars,3,★★★☆☆,Standard,True,Cash,1,1,1,0.26,0.26,47.3,1.0,63.91,9.65,9.65,1,3,23.77,23.77,47.29
Home,France,4776,22-07-2023 00:00:00,ORDER00166,PayPal,740,Yes,2 Stars,2,★★☆☆☆,Standard,True,PayPal,1,1,1,0.35,0.038888889,"3,485.1",9.0,595.74,924.72,102.746666667,9,5,49.4,5.488888889,3485.08
Sports,UK,6686,17-12-2023 00:00:00,ORDER00167,Bank Transfer,149,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.34,0.037777778,"4,781.5",9.0,804.97,1074.31,119.367777778,9,2,21.46,2.384444444,4781.52
Books,Germany,5074,16-08-2023 00:00:00,ORDER00168,Credit Card,210,No,1 Stars,1,★☆☆☆☆,Next Day,True,Credit Card,1,1,1,0.1,0.014285714,"6,033.6",7.0,957.72,1328.11,189.73,7,5,17.39,2.484285714,6033.64
Books,France,6176,06-12-2023 00:00:00,ORDER00169,PayPal,563,Yes,1 Stars,1,★☆☆☆☆,Standard,True,PayPal,1,1,1,0.35,0.07,"2,420.9",5.0,744.89,432.23,86.446,5,0,9.18,1.836,2420.89
Clothing,Canada,9921,13-05-2023 00:00:00,ORDER00170,Bank Transfer,412,No,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.21,0.03,"4,487.6",7.0,811.5,875.7,125.1,7,0,22.31,3.187142857,4487.6
Home,Germany,5833,10-05-2023 00:00:00,ORDER00171,PayPal,783,No,1 Stars,1,★☆☆☆☆,Next Day,True,PayPal,1,1,1,0.15,0.015,"7,884.8",10.0,927.62,819.5,81.95,10,4,17.17,1.717,7884.77
Books,USA,9604,20-04-2023 00:00:00,ORDER00172,PayPal,42,Yes,3 Stars,3,★★★☆☆,Next Day,True,PayPal,1,1,1,0.38,0.095,"1,115.3",4.0,449.73,184.79,46.1975,4,5,3.11,0.7775,1115.33
Home,UK,5474,17-07-2023 00:00:00,ORDER00173,Cash,59,Yes,5 Stars,5,★★★★★,Standard,True,Cash,1,1,1,0.2,0.028571429,425.8,7.0,76.04,102.93,14.704285714,7,5,16.64,2.377142857,425.82
Electronics,USA,3961,15-04-2023 00:00:00,ORDER00174,PayPal,706,No,2 Stars,2,★★☆☆☆,Standard,True,PayPal,1,1,1,0.33,0.033,"1,701.8",10.0,254,481.69,48.169,10,4,41.06,4.106,1701.8
Sports,Germany,6255,05-09-2023 00:00:00,ORDER00175,Cash,37,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.11,0.015714286,"6,202.0",7.0,995.5,1552.19,221.741428571,7,1,37.61,5.372857143,6201.96
Sports,UK,8339,27-03-2023 00:00:00,ORDER00176,Cash,779,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.26,0.086666667,434.9,3.0,195.91,81.58,27.193333333,3,5,5.18,1.726666667,434.92
Sports,Canada,8360,05-04-2023 00:00:00,ORDER00177,Cash,87,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.29,0.03625,"1,426.3",8.0,251.1,299.38,37.4225,8,4,30.75,3.84375,1426.25
Books,USA,2329,17-07-2023 00:00:00,ORDER00178,Cash,44,Yes,2 Stars,2,★★☆☆☆,Standard,True,Cash,1,1,1,0.19,0.038,"1,658.7",5.0,409.55,269.91,53.982,5,4,23.69,4.738,1658.68
Books,Germany,3504,22-10-2023 00:00:00,ORDER00179,PayPal,873,Yes,4 Stars,4,★★★★☆,Next Day,True,PayPal,1,1,1,0.32,0.053333333,"3,569.4",6.0,874.86,845.09,140.848333333,6,4,29.6,4.933333333,3569.43
Sports,UK,4540,27-09-2023 00:00:00,ORDER00180,Cash,12,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.31,0.31,549.4,1.0,796.28,78.95,78.95,1,5,9.96,9.96,549.43
Sports,Canada,5609,04-02-2023 00:00:00,ORDER00181,PayPal,771,Yes,4 Stars,4,★★★★☆,Next Day,True,PayPal,1,1,1,0.24,0.024,"4,526.9",10.0,595.64,1092.78,109.278,10,5,45.45,4.545,4526.86
Home,UK,7652,12-03-2023 00:00:00,ORDER00182,Credit Card,308,No,4 Stars,4,★★★★☆,Next Day,True,Credit Card,1,1,1,0.07,0.0175,"1,881.8",4.0,505.87,351.29,87.8225,4,5,44.69,11.1725,1881.84
Clothing,USA,5267,23-04-2023 00:00:00,ORDER00183,Bank Transfer,81,No,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.27,0.038571429,"3,531.7",7.0,691.14,575.86,82.265714286,7,2,37.91,5.415714286,3531.73
Books,Canada,2807,02-07-2023 00:00:00,ORDER00184,Credit Card,33,No,1 Stars,1,★☆☆☆☆,Next Day,True,Credit Card,1,1,1,0.14,0.014,"1,540.3",10.0,179.1,222.37,22.237,10,2,49.99,4.999,1540.26
Books,Germany,5888,18-12-2023 00:00:00,ORDER00185,Credit Card,183,Yes,2 Stars,2,★★☆☆☆,Express,True,Credit Card,1,1,1,0.12,0.017142857,"3,641.6",7.0,591.16,776.45,110.921428571,7,4,7.24,1.034285714,3641.55
Books,UK,6064,09-02-2023 00:00:00,ORDER00186,Bank Transfer,129,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.32,0.08,"1,375.0",4.0,505.5,219.55,54.8875,4,2,20.67,5.1675,1374.96
Sports,Canada,9281,23-09-2023 00:00:00,ORDER00187,PayPal,807,Yes,2 Stars,2,★★☆☆☆,Next Day,True,PayPal,1,1,1,0.24,0.24,441.9,1.0,581.48,69.72,69.72,1,3,21.14,21.14,441.92
Electronics,USA,7898,10-08-2023 00:00:00,ORDER00188,Credit Card,276,Yes,5 Stars,5,★★★★★,Next Day,True,Credit Card,1,1,1,0.39,0.195,985.3,2.0,807.62,235.99,117.995,2,5,33.82,16.91,985.3
Books,Germany,8139,12-10-2023 00:00:00,ORDER00189,PayPal,175,Yes,3 Stars,3,★★★☆☆,Standard,True,PayPal,1,1,1,0.12,0.06,"1,151.3",2.0,654.16,264.58,132.29,2,5,22.71,11.355,1151.32
Books,UK,7830,01-10-2023 00:00:00,ORDER00190,Bank Transfer,555,Yes,2 Stars,2,★★☆☆☆,Next Day,True,Bank Transfer,1,1,1,0.2,0.04,"3,666.1",5.0,916.52,1032.47,206.494,5,0,45.46,9.092,3666.08
Books,Germany,5673,07-05-2023 00:00:00,ORDER00191,PayPal,372,No,4 Stars,4,★★★★☆,Express,True,PayPal,1,1,1,0.38,0.076,"1,877.6",5.0,605.68,529.02,105.804,5,5,32.39,6.478,1877.61
Sports,USA,2224,01-03-2023 00:00:00,ORDER00192,PayPal,185,Yes,1 Stars,1,★☆☆☆☆,Standard,True,PayPal,1,1,1,0.11,0.11,238.9,1.0,268.46,59.62,59.62,1,5,12.16,12.16,238.93
Sports,Canada,4736,19-04-2023 00:00:00,ORDER00193,PayPal,445,No,4 Stars,4,★★★★☆,Next Day,True,PayPal,1,1,1,0.11,0.036666667,"1,071.9",3.0,401.47,113.1,37.7,3,0,31.17,10.39,1071.92
Home,USA,3173,27-04-2023 00:00:00,ORDER00194,Cash,489,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.11,0.036666667,990.9,3.0,371.13,184.55,61.516666667,3,5,49.13,16.376666667,990.92
Books,UK,3961,23-05-2023 00:00:00,ORDER00195,Credit Card,590,Yes,3 Stars,3,★★★☆☆,Standard,True,Credit Card,1,1,1,0.35,0.0875,"1,822.0",4.0,700.77,536.77,134.1925,4,3,15.97,3.9925,1822
Electronics,Germany,9487,17-12-2023 00:00:00,ORDER00196,Credit Card,287,No,1 Stars,1,★☆☆☆☆,Express,True,Credit Card,1,1,1,0.14,0.015555556,"5,171.4",9.0,668.14,1326.22,147.357777778,9,4,14.34,1.593333333,5171.4
Sports,UK,8174,22-12-2023 00:00:00,ORDER00197,Bank Transfer,281,Yes,1 Stars,1,★☆☆☆☆,Express,True,Bank Transfer,1,1,1,0.15,0.0375,956.4,4.0,281.28,111.28,27.82,4,0,45.98,11.495,956.35
Electronics,France,4026,04-08-2023 00:00:00,ORDER00198,PayPal,638,No,5 Stars,5,★★★★★,Next Day,True,PayPal,1,1,1,0.35,0.35,603.1,1.0,927.88,69.42,69.42,1,0,37.55,37.55,603.12
Home,Canada,2264,13-06-2023 00:00:00,ORDER00199,Credit Card,771,Yes,5 Stars,5,★★★★★,Next Day,True,Credit Card,1,1,1,0.14,0.014,481.9,10.0,56.04,134.45,13.445,10,1,3.33,0.333,481.94
Clothing,UK,6711,09-06-2023 00:00:00,ORDER00200,Bank Transfer,516,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.24,0.12,"1,329.5",2.0,874.69,342.93,171.465,2,5,34.32,17.16,1329.53
Electronics,France,9199,26-04-2023 00:00:00,ORDER00201,Bank Transfer,95,Yes,5 Stars,5,★★★★★,Next Day,True,Bank Transfer,1,1,1,0.24,0.03,"2,506.6",8.0,412.27,680.82,85.1025,8,3,39.15,4.89375,2506.6
Clothing,UK,2409,12-05-2023 00:00:00,ORDER00202,Credit Card,227,Yes,1 Stars,1,★☆☆☆☆,Next Day,True,Credit Card,1,1,1,0.2,0.05,"3,048.7",4.0,952.71,416.31,104.0775,4,4,5.11,1.2775,3048.67
Sports,Canada,3205,07-04-2023 00:00:00,ORDER00203,Credit Card,876,No,3 Stars,3,★★★☆☆,Next Day,True,Credit Card,1,1,1,0.14,0.035,"3,055.5",4.0,888.22,313.5,78.375,4,3,44.2,11.05,3055.48
Sports,UK,9012,20-08-2023 00:00:00,ORDER00204,PayPal,270,No,2 Stars,2,★★☆☆☆,Express,True,PayPal,1,1,1,0.18,0.03,"2,921.0",6.0,593.7,381.65,63.608333333,6,4,10.18,1.696666667,2921
Sports,UK,5449,26-07-2023 00:00:00,ORDER00205,Bank Transfer,881,No,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.29,0.0725,319.5,4.0,112.49,73.43,18.3575,4,1,25.37,6.3425,319.47
Electronics,France,4570,02-08-2023 00:00:00,ORDER00206,Credit Card,297,No,3 Stars,3,★★★☆☆,Next Day,True,Credit Card,1,1,1,0.11,0.012222222,"5,790.7",9.0,722.93,589.42,65.491111111,9,0,49.03,5.447777778,5790.67
Electronics,Canada,2198,02-08-2023 00:00:00,ORDER00207,Credit Card,329,Yes,3 Stars,3,★★★☆☆,Next Day,True,Credit Card,1,1,1,0.15,0.021428571,"4,278.3",7.0,719.04,791.1,113.014285714,7,1,16.65,2.378571429,4278.29
Books,USA,7513,27-05-2023 00:00:00,ORDER00208,Bank Transfer,20,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.36,0.06,"2,459.3",6.0,640.44,251.86,41.976666667,6,1,26.63,4.438333333,2459.29
Clothing,USA,4461,04-11-2023 00:00:00,ORDER00209,Cash,608,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.2,0.02,"2,140.2",10.0,267.53,304.07,30.407,10,0,40.4,4.04,2140.24
Sports,UK,6525,01-10-2023 00:00:00,ORDER00210,PayPal,841,Yes,4 Stars,4,★★★★☆,Next Day,True,PayPal,1,1,1,0.34,0.068,"2,198.3",5.0,666.16,325.74,65.148,5,0,2.12,0.424,2198.33
Clothing,France,3025,27-05-2023 00:00:00,ORDER00211,Cash,411,Yes,2 Stars,2,★★☆☆☆,Standard,True,Cash,1,1,1,0.35,0.05,883.4,7.0,194.15,106.93,15.275714286,7,0,38.52,5.502857143,883.38
Electronics,USA,7543,15-12-2023 00:00:00,ORDER00212,Credit Card,451,Yes,2 Stars,2,★★☆☆☆,Express,True,Credit Card,1,1,1,0.37,0.052857143,"3,251.3",7.0,737.26,783.06,111.865714286,7,2,23.24,3.32,3251.32
Electronics,Germany,5071,24-03-2023 00:00:00,ORDER00213,Bank Transfer,249,Yes,4 Stars,4,★★★★☆,Express,True,Bank Transfer,1,1,1,0.08,0.008888889,"4,885.8",9.0,590.07,1276.81,141.867777778,9,3,21.4,2.377777778,4885.78
Books,USA,7123,13-01-2023 00:00:00,ORDER00214,Cash,181,No,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.2,0.025,90.8,8.0,14.19,21.02,2.6275,8,1,6.67,0.83375,90.82
Books,Germany,5397,26-08-2023 00:00:00,ORDER00215,Credit Card,324,No,1 Stars,1,★☆☆☆☆,Next Day,True,Credit Card,1,1,1,0.35,0.0875,"1,431.2",4.0,550.46,382.64,95.66,4,5,38.73,9.6825,1431.2
Sports,Canada,7613,27-09-2023 00:00:00,ORDER00216,Credit Card,830,Yes,2 Stars,2,★★☆☆☆,Next Day,True,Credit Card,1,1,1,0.27,0.27,209.9,1.0,287.57,37.37,37.37,1,5,5.09,5.09,209.93
Sports,Germany,6162,09-11-2023 00:00:00,ORDER00217,Bank Transfer,783,No,3 Stars,3,★★★☆☆,Next Day,True,Bank Transfer,1,1,1,0.36,0.045,"2,829.0",8.0,552.53,677.35,84.66875,8,1,13.72,1.715,2828.95
Home,USA,2174,07-09-2023 00:00:00,ORDER00218,Cash,865,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.31,0.0775,"1,720.8",4.0,623.46,374.63,93.6575,4,1,5.21,1.3025,1720.75
Sports,Canada,3792,19-06-2023 00:00:00,ORDER00219,PayPal,261,Yes,4 Stars,4,★★★★☆,Next Day,True,PayPal,1,1,1,0.14,0.0175,"4,392.3",8.0,638.42,1072.51,134.06375,8,0,14.39,1.79875,4392.33
Home,UK,2056,25-05-2023 00:00:00,ORDER00220,PayPal,964,No,4 Stars,4,★★★★☆,Express,True,PayPal,1,1,1,0.21,0.105,117.2,2.0,74.15,28.56,14.28,2,4,44.14,22.07,117.16
Clothing,UK,7794,10-04-2023 00:00:00,ORDER00221,Credit Card,750,Yes,3 Stars,3,★★★☆☆,Standard,True,Credit Card,1,1,1,0.37,0.04625,"1,197.4",8.0,237.58,322.42,40.3025,8,3,35.1,4.3875,1197.4
